Timestamp,How would you rate your overall satisfaction with the Summer Academy this week?,How well are the tutorials paced?,What track are you in?,,How well is the schedule paced?,#,How likely is it that you would recommend the Make School Summer Academy to a friend?,location,track,Start Date (UTC),Submit Date (UTC),Network ID,﻿ID,Location,Track,Week,Rating (Num),Schedule Pacing
"8/1/2016 10:04:06","3",,"Apps",,"4",,,,,,,,"637","Chicago","Apps","Week 4","9","A little too fast",
"8/1/2016 10:06:45","4",,"Apps",,"3",,,,,,,,"638","Chicago","Apps","Week 4","8","Just right",
"8/1/2016 11:22:56","4",,"Apps",,"2",,,,,,,,"639","Chicago","Apps, Explorer","Week 4","7","Just right",
"7/29/2016 6:54:22","4",,"Games",,"3",,,,,,,,"640","Oakland","Apps","Week 4","7","A little too fast",
"7/29/2016 6:55:40","3",,"Games",,"2",,,,,,,,"641","Los Angeles","Games","Week 4","10","Just right",
"7/29/2016 7:26:56","5",,"Games",,"3",,,,,,,,"642","Los Angeles","Apps","Week 4","8","A little too fast",
"7/29/2016 9:46:08","3",,"Games",,"3",,,,,,,,"643","Los Angeles","Games","Week 4","10","Just right",
"7/29/2016 11:17:08","5",,"Intro",,"3",,,,,,,,"644","Oakland","Apps","Week 4","9","Just right",
"7/29/2016 13:11:59","1",,"Intro",,"4",,,,,,,,"645","Los Angeles","Games","Week 4","9","Just right",
"7/29/2016 13:13:36","4",,"Intro",,"3",,,,,,,,"646","Los Angeles","Games","Week 4","10","Just right",
"7/29/2016 13:14:07","5",,"Intro",,"3",,,,,,,,"647","Los Angeles","Apps","Week 4","8","A little too slow",
"7/29/2016 13:14:32","4",,"Intro",,"3",,,,,,,,"650","Santa Clara","Apps, Explorer","Week 4","8","Just right",
"7/29/2016 13:15:14","3",,"Intro",,"3",,,,,,,,"652","Santa Clara","Apps","Week 4","9","Just right",
"7/29/2016 13:17:10","4",,"Intro",,"3",,,,,,,,"653","Santa Clara","Apps","Week 4","9","Just right",
"7/29/2016 13:17:26","5",,"Intro",,"3",,,,,,,,"654","Santa Clara","Apps","Week 4","9","Just right",
"7/29/2016 13:17:34","1",,"Intro",,"3",,,,,,,,"655","Los Angeles","Apps","Week 4","10","Just right",
"7/29/2016 13:17:36","5",,"Games",,"4",,,,,,,,"656","Los Angeles","Apps","Week 4","10","Just right",
"7/29/2016 13:17:47","4",,"Games",,"3",,,,,,,,"657","Los Angeles","Apps","Week 4","9","Just right",
"7/29/2016 13:17:56","5",,"Games",,"4",,,,,,,,"658","San Francisco","Apps","Week 4","10","Just right",
"7/29/2016 13:19:10","5",,"Games",,"3",,,,,,,,"659","San Francisco","Apps","Week 4","8","Just right",
"7/29/2016 13:19:53","4",,"Games",,"3",,,,,,,,"660","San Francisco","Apps, Explorer","Week 4","8","A little too fast",
"7/29/2016 13:21:00","3",,"Games",,"3",,,,,,,,"661","San Francisco","Games","Week 4","8","Just right",
"8/5/2016 12:40:44","5",,"Intro",,"3",,,,,,,,"662","San Francisco","Games","Week 4","9","Just right",
"7/29/2016 15:17:19","5",,"Games",,"4",,,,,,,,"663","San Francisco","Games","Week 4","10","Just right",
"7/29/2016 16:21:52","5",,"Games",,"3",,,,,,,,"664","San Francisco","Apps","Week 4","6","Just right",
"7/29/2016 16:22:54","5",,"Intro",,"3",,,,,,,,"665","San Francisco","Games","Week 4","8","Just right",
"7/29/2016 16:54:46","5",,"Intro",,"3",,,,,,,,"666","San Francisco","Apps","Week 4","9","Just right",
"7/29/2016 22:40:39","5",,"Games",,"4",,,,,,,,"667","San Francisco","Games","Week 4","9","A little too slow",
"7/31/2016 23:10:54","5",,"Games",,"5",,,,,,,,"668","San Francisco","Apps","Week 4","8","A little too fast",
"7/30/2016 11:06:02","5",,"Intro",,"3",,,,,,,,"669","San Francisco","Apps","Week 4","9","Just right",
"7/29/2016 15:23:30","4",,"Games",,"3",,,,,,,,"670","San Francisco","Apps","Week 4","7","A little too fast",
"7/29/2016 15:29:56","5",,"Apps",,"4",,,,,,,,"671","San Francisco","Apps","Week 4","9","Just right",
"7/29/2016 15:34:35","5",,"Apps",,"3",,,,,,,,"672","Santa Clara","Games","Week 4","8","Just right",
"7/29/2016 15:25:23","4",,"Apps",,"3",,,,,,,,"673","San Francisco","Games","Week 4","9","Just right",
"7/29/2016 15:17:52","5",,"Apps",,"3",,,,,,,,"674","San Francisco","Apps, Explorer","Week 4","7","Just right",
"7/29/2016 15:14:11","5",,"Games",,"4",,,,,,,,"675","San Francisco","VR","Week 4","10","Just right",
"7/29/2016 15:13:01","5",,"Intro",,"3",,,,,,,,"676","San Francisco","Apps, Explorer","Week 4","8","Way too fast",
"7/29/2016 17:07:36","5",,"Apps",,"4",,,,,,,,"677","San Francisco","VR","Week 4","8","Just right",
"7/29/2016 15:50:15","4",,"Apps",,"3",,,,,,,,"678","Santa Clara","Apps","Week 4","8","Just right",
"7/29/2016 15:36:20","5",,"Games",,"4",,,,,,,,"679","San Francisco","VR","Week 4","6","A little too fast",
"7/29/2016 18:46:09","3",,"Apps",,"3",,,,,,,,"680","San Francisco","Apps","Week 4","9","Just right",
"7/29/2016 16:09:44","3",,"Intro",,"3",,,,,,,,"681","San Francisco","Apps, Explorer","Week 4","7","Just right",
"7/29/2016 15:00:35","4",,"Intro",,"5",,,,,,,,"682","San Francisco","Apps","Week 4","3","Just right",
"7/29/2016 15:02:01","4",,"Apps",,"3",,,,,,,,"683","San Francisco","VR","Week 4","10","A little too fast",
"7/29/2016 15:09:17","4",,"Apps",,"3",,,,,,,,"684","San Francisco","VR","Week 4","4","Just right",
"7/30/2016 9:00:15","4",,"Intro",,"5",,,,,,,,"685","Santa Clara","Games, Explorer","Week 4","9","A little too fast",
"7/29/2016 21:45:54","4",,"Apps",,"2",,,,,,,,"686","San Francisco","Apps, Explorer","Week 4","8","Just right",
"7/30/2016 13:09:48","4",,"Intro",,"3",,,,,,,,"687","San Francisco","VR","Week 4","9","Just right",
"7/29/2016 19:18:44","4",,"Games",,"3",,,,,,,,"688","San Francisco","VR","Week 4","8","Just right",
"7/29/2016 23:12:48","3",,"Apps",,"3",,,,,,,,"689","San Francisco","Apps","Week 4","7","Just right",
"7/30/2016 5:46:01","4",,"Games",,"3",,,,,,,,"690","Santa Clara","Games","Week 4","8","Just right",
"7/30/2016 7:02:47","4",,"Apps",,"3",,,,,,,,"691","Santa Clara","Apps","Week 4","10","Just right",
"7/31/2016 7:40:14","2",,"Apps",,"3",,,,,,,,"692","Santa Clara","Games","Week 4","7","Just right",
"7/31/2016 8:34:29","4",,"Apps",,"3",,,,,,,,"693","San Francisco","Apps, Explorer","Week 4","9","A little too slow",
"7/29/2016 13:46:28","5",,"Apps",,"3",,,,,,,,"694","San Francisco","Games","Week 4","8","A little too fast",
"7/29/2016 13:52:16","3",,"Apps",,"3",,,,,,,,"695","San Francisco","Apps, Explorer","Week 4","10","Just right",
"7/29/2016 16:10:41","2",,"Apps",,"4",,,,,,,,"696","San Francisco","Apps","Week 4","6","A little too fast",
"7/29/2016 15:10:27","4",,"Apps",,"3",,,,,,,,"697","Los Angeles","Apps","Week 4","10","Just right",
"7/29/2016 14:18:21","4",,"Apps",,"3",,,,,,,,"698","San Francisco","Apps, Explorer","Week 4","8","Way too fast",
"7/29/2016 15:25:45","5",,"Apps",,"3",,,,,,,,"699","Santa Clara","Games","Week 4","8","Just right",
"7/29/2016 16:41:48","3",,"Apps",,"3",,,,,,,,"700","San Francisco","Games","Week 4","10","Just right",
"7/29/2016 15:26:20","5",,"Apps",,"3",,,,,,,,"701","San Francisco","Apps, Explorer","Week 4","7","Just right",
"7/29/2016 13:20:33","4",,"Games",,"1",,,,,,,,"702","Santa Clara","Games","Week 4","6","A little too slow",
"7/29/2016 13:24:45","4",,"Games",,"2",,,,,,,,"703","San Francisco","Games","Week 4","9","Just right",
"7/29/2016 13:47:43","5",,"Games",,"3",,,,,,,,"704","San Francisco","VR","Week 4","9","Just right",
"7/29/2016 15:31:26","4",,"Games",,"3",,,,,,,,"705","San Francisco","Apps","Week 4","8","A little too fast",
"7/29/2016 15:28:06","5",,"Games",,"3",,,,,,,,"706","Santa Clara","Games","Week 4","9","Just right",
"7/29/2016 13:44:38","4",,"Games",,"3",,,,,,,,"707","San Francisco","Apps","Week 4","5","Just right",
"7/29/2016 15:36:04","2",,"Intro",,"3",,,,,,,,"708","San Francisco","VR","Week 4","10","Just right",
"7/29/2016 13:26:06","4",,"Intro",,"4",,,,,,,,"709","San Francisco","VR","Week 4","7","A little too fast",
"7/29/2016 15:02:27","5",,"Intro",,"5",,,,,,,,"710","San Francisco","Apps","Week 4","8","Just right",
"7/29/2016 15:15:48","3",,"Intro",,"4",,,,,,,,"711","Los Angeles","Apps","Week 4","9","Just right",
"7/29/2016 13:35:17","4",,"Intro",,"3",,,,,,,,"712","San Francisco","Apps, Explorer","Week 4","3","Just right",
"7/29/2016 13:27:19","4",,"VR",,"3",,,,,,,,"713","San Francisco","Apps","Week 4","9","Just right",
"7/29/2016 14:40:29","4",,"VR",,"4",,,,,,,,"714","Chicago","Apps, Explorer","Week 4","9","A little too fast",
"7/29/2016 15:06:33","3",,"VR",,"5",,,,,,,,"715","Oakland","Apps, Explorer","Week 4","7","A little too fast",
"7/29/2016 15:17:23","5",,"Apps",,"3",,,,,,,,"716","San Francisco","Apps, Explorer","Week 4","4","Just right",
"7/29/2016 13:23:48","5",,"Apps",,"3",,,,,,,,"717","Los Angeles","Apps","Week 4","9","A little too fast",
"7/29/2016 13:17:25","4",,"Apps",,"3",,,,,,,,"718","Los Angeles","Apps","Week 4","8","Just right",
"7/29/2016 13:19:14","4",,"Apps",,"4",,,,,,,,"719","Washington DC","Apps","Week 3","10","Just right",
"7/29/2016 13:17:38","4",,"Apps",,"3",,,,,,,,"720","San Francisco","Apps","Week 4","10","Just right",
"7/29/2016 13:46:22","4",,"Apps",,"3",,,,,,,,"721","Santa Clara","Apps","Week 4","8","Just right",
"7/29/2016 13:21:13","5",,"Apps",,"4",,,,,,,,"722","New York City","Apps","Week 2","8","A little too fast",
"7/29/2016 13:11:56","4",,"Apps",,"3",,,,,,,,"723","San Francisco","Games","Week 4","10","Just right",
"7/29/2016 13:15:55","4",,"Apps",,"3",,,,,,,,"724","San Francisco","Apps, Explorer","Week 4","8","Just right",
"7/29/2016 13:16:10","5",,"Apps",,"3",,,,,,,,"725","Oakland","Apps","Week 4","9","A little too slow",
"7/29/2016 13:19:58","4",,"Apps",,"3",,,,,,,,"726","San Francisco","Apps","Week 4","10","Just right",
"7/29/2016 13:17:35","4",,"Apps",,"3",,,,,,,,"727","San Francisco","Apps, Explorer","Week 4","10","Just right",
"7/29/2016 13:24:51","5",,"Apps",,"4",,,,,,,,"728","Oakland","Apps","Week 4","7","A little too slow",
"7/29/2016 1:07:23","3",,"Games",,"4",,,,,,,,"729","Chicago","Apps","Week 4","10","Just right",
"7/29/2016 1:08:46","5",,"Games",,"3",,,,,,,,"730","Oakland","Apps","Week 4","8","Just right",
"7/29/2016 1:11:16","3",,"Games",,"3",,,,,,,,"732","New York City","Apps","Week 2","9","Just right",
"7/29/2016 1:13:23","5",,"Games",,"2",,,,,,,,"733","New York City","Apps","Week 2","8","A little too fast",
"7/29/2016 1:13:56","5",,"Games",,"3",,,,,,,,"734","New York City","Apps","Week 2","7","Just right",
"7/29/2016 1:17:27","5",,"Games",,"3",,,,,,,,"735","New York City","Apps","Week 2","10","Just right",
"7/29/2016 1:22:25","4",,"Games",,"3",,,,,,,,"736","New York City","Apps","Week 2","8","Just right",
"7/29/2016 1:27:55","5",,"Games",,"3",,,,,,,,"737","New York City","Apps, Explorer","Week 2","10","Just right",
"7/29/2016 1:28:54","5",,"Games",,"4",,,,,,,,"738","New York City","Apps","Week 2","7","Just right",
"7/29/2016 1:29:23","5",,"Games",,"4",,,,,,,,"739","","","Week 2","7","A little too fast",
"7/29/2016 1:46:49","3",,"Games",,"3",,,,,,,,"742","Santa Clara","Apps","Week 4","8","Just right",
"7/29/2016 21:20:05","1",,"Intro",,"3",,,,,,,,"743","Santa Clara","Apps","Week 4","8","Just right",
"7/31/2016 1:04:57","5",,"Intro",,"3",,,,,,,,"744","Santa Clara","Apps","Week 4","7","Just right",
"7/31/2016 3:38:14","5",,"Intro",,"3",,,,,,,,"745","Santa Clara","Games","Week 4","9","Just right",
"7/31/2016 3:59:43","5",,"Intro",,"3",,,,,,,,"746","Santa Clara","Games","Week 4","10","Just right",
"7/31/2016 4:19:51","4",,"Intro",,"3",,,,,,,,"747","Redwood City","Apps","Week 4","7","Just right",
"7/31/2016 5:14:20","4",,"Intro",,,,,,,,,,"748","Oakland","Apps","Week 4","9","A little too fast",
"7/31/2016 6:50:12","4",,"Intro",,,,,,,,,,"749","Santa Clara","Games, Explorer","Week 4","7","Just right",
"7/31/2016 15:23:52","2",,"Intro",,,,,,,,,,"750","San Francisco","Games","Week 4","10","Just right",
"7/31/2016 16:49:45","4",,"Intro",,,,,,,,,,"751","San Francisco","Games","Week 4","9","Just right",
"8/1/2016 1:18:47","4",,"Intro",,,,,,,,,,"753","San Francisco","Apps","Week 4","6","A little too fast",
"8/1/2016 1:30:17","5",,"Intro",,,,,,,,,,"754","New York City","Apps","Week 2","9","Just right",
"8/1/2016 1:30:17","5",,"Intro",,,,,,,,,,"755","New York City","Apps","Week 3","10","A little too fast",
"8/1/2016 6:15:10","4",,"Intro",,,,,,,,,,"756","New York City","Apps","Week 2","8","Just right",
"8/1/2016 7:56:08","3",,"Games",,,,,,,,,,"757","New York City","Apps","Week 2","8","Just right",
"8/5/2016 11:22:50","5",,"Intro",,,,,,,,,,"758","New York City","Games","Week 2","8","A little too slow",
"8/5/2016 11:23:13","3",,"Games",,,,,,,,,,"759","San Francisco","Apps","Week 4","5","A little too fast",
"8/5/2016 11:24:20","4",,"Games",,,,,,,,,,"760","Oakland","Apps, Explorer","Week 4","10","Just right",
"8/5/2016 11:29:26","5",,"Intro",,,,,,,,,,"761","San Francisco","Apps","Week 4","8","Just right",
"8/5/2016 11:31:08","4",,"Games",,,,,,,,,,"762","New York City","Apps","Week 2","10","Just right",
"8/5/2016 11:57:53","5",,"Games",,,,,,,,,,"763","San Francisco","Apps","Week 4","8","Just right",
"8/5/2016 13:23:30","2",,"Apps",,,,,,,,,,"764","San Francisco","Apps","Week 4","9","Just right",
"8/5/2016 13:58:27","4",,"Apps",,,,,,,,,,"765","Hong Kong","Apps, Explorer","Week 2","6","A little too slow",
"8/5/2016 14:00:14","4",,"Games",,,,,,,,,,"766","","","Week 1","9","A little too fast",
"8/5/2016 12:34:16","5",,"Games",,,,,,,,,,"767","Hong Kong","Apps, Explorer","Week 2","8","A little too fast",
"8/5/2016 12:35:50","4",,"Apps",,,,,,,,,,"768","Beijing","Apps","Week 1","10","Just right",
"8/5/2016 12:36:31","5",,"Intro",,,,,,,,,,"769","Beijing","Apps","Week 1","9","A little too slow",
"8/5/2016 12:36:55","4",,"Apps",,,,,,,,,,"770","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 12:37:12","4",,"Games",,,,,,,,,,"771","Beijing","Apps, Explorer","Week 1","10","Just right",
"8/5/2016 12:37:15","3",,"Games",,,,,,,,,,"772","Beijing","Apps","Week 1","9","A little too fast",
"8/5/2016 12:39:02","2",,"Apps",,,,,,,,,,"773","Hong Kong","Apps, Explorer","Week 2","8","A little too fast",
"8/5/2016 12:39:13","4",,"Intro",,,,,,,,,,"774","Beijing","Apps","Week 1","8","Just right",
"8/5/2016 12:43:00","3",,"Games",,,,,,,,,,"775","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 12:43:35","5",,"Games",,,,,,,,,,"776","Beijing","Apps","Week 1","8","A little too slow",
"8/5/2016 12:45:05","1",,"Apps",,,,,,,,,,"777","Beijing","Apps","Week 1","9","A little too fast",
"8/5/2016 12:45:58","3",,"Intro",,,,,,,,,,"778","Beijing","Apps","Week 1","9","Way too fast",
"8/5/2016 12:46:09","5",,"Apps",,,,,,,,,,"779","Beijing","Apps","Week 1","10","A little too fast",
"8/5/2016 13:04:11","4",,"Intro",,,,,,,,,,"780","Beijing","Apps","Week 1","7","Just right",
"8/5/2016 13:13:02","5",,"Apps",,,,,,,,,,"781","Beijing","Apps","Week 1","10","Just right",
"8/5/2016 13:37:41","5",,"Apps",,,,,,,,,,"782","Beijing","Apps","Week 1","10","Just right",
"8/5/2016 13:39:55","5",,"Apps",,,,,,,,,,"783","Beijing","Apps","Week 1","7","Just right",
"8/5/2016 11:13:01","4",,"Apps",,,,,,,,,,"784","Beijing","Apps","Week 1","10","A little too fast",
"8/5/2016 11:17:11","5",,"Apps",,,,,,,,,,"785","Beijing","Apps","Week 1","8","A little too fast",
"8/5/2016 11:17:52","5",,"Apps",,,,,,,,,,"786","Beijing","Apps","Week 1","8","Just right",
"8/5/2016 11:18:01","3",,"Apps",,,,,,,,,,"787","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 11:20:15","5",,"Apps",,,,,,,,,,"788","Beijing","Apps","Week 1","10","Way too fast",
"8/5/2016 11:21:10","5",,"Games",,,,,,,,,,"789","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 12:11:04","3",,"Games",,,,,,,,,,"790","Hong Kong","Apps, Explorer","Week 2","6","A little too fast",
"8/5/2016 19:14:21","5",,"Intro",,,,,,,,,,"791","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 11:39:18","5",,"Intro",,,,,,,,,,"792","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 12:27:18","4",,"Intro",,,,,,,,,,"793","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 11:20:43","4",,"Intro",,,,,,,,,,"794","Beijing","Apps","Week 1","10","A little too slow",
"8/5/2016 11:38:52","4",,"Intro",,,,,,,,,,"795","Beijing","Apps","Week 1","10","A little too fast",
"8/5/2016 11:56:23","4",,"VR",,,,,,,,,,"796","Beijing","Apps","Week 1","10","Just right",
"8/5/2016 12:35:08","5",,"VR",,,,,,,,,,"797","Beijing","Apps","Week 1","9","A little too fast",
"8/7/2016 10:45:47","5",,"VR",,,,,,,,,,"798","Beijing","Apps","Week 1","7","Just right",
"8/5/2016 11:21:38","4",,"VR",,,,,,,,,,"799","Beijing","Apps","Week 1","10","Just right",
"8/8/2016 8:35:18","3",,"Apps",,,,,,,,,,"800","Beijing","Apps","Week 1","9","A little too fast",
"8/8/2016 8:39:01","5",,"Apps",,,,,,,,,,"801","Beijing","Apps","Week 1","8","A little too fast",
"8/8/2016 9:41:39","4",,"Apps",,,,,,,,,,"802","Beijing","Apps","Week 1","9","Just right",
"8/5/2016 13:37:43","5",,"Apps",,,,,,,,,,"803","Beijing","Apps","Week 1","10","Just right",
"8/5/2016 13:37:50","5",,"Apps",,,,,,,,,,"804","Beijing","Apps","Week 1","7","A little too fast",
"8/5/2016 13:39:25","4",,"Apps",,,,,,,,,,"805","Beijing","Apps","Week 1","9","A little too slow",
"8/5/2016 13:39:27","3",,"Apps",,,,,,,,,,"806","Beijing","Apps","Week 1","7","A little too slow",
"8/5/2016 13:41:05","3",,"Apps",,,,,,,,,,"807","Hong Kong","Apps, Explorer","Week 2","8","A little too fast",
"8/5/2016 13:43:54","4",,"Apps",,,,,,,,,,"808","Beijing","Apps","Week 2","10","A little too fast",
"8/5/2016 13:34:26","5",,"Apps",,,,,,,,,,"809","Redwood City","Apps","Week 5","7","Just right",
"8/5/2016 13:35:21","2",,"Apps",,,,,,,,,,"810","San Francisco","VR","Week 5","10","Just right",
"8/5/2016 13:35:36","4",,"Apps",,,,,,,,,,"811","San Francisco","VR","Week 5","10","Just right",
"8/5/2016 13:36:39","3",,"Apps",,,,,,,,,,"812","Redwood City","Apps","Week 5","10","Just right",
"8/5/2016 13:39:14","5",,"Apps",,,,,,,,,,"813","Redwood City","Apps","Week 5","10","Just right",
"8/5/2016 13:36:43","5",,"Apps",,,,,,,,,,"814","Redwood City","Apps","Week 5","7","Just right",
"8/5/2016 13:49:53","3",,"Apps",,,,,,,,,,"815","Redwood City","Apps","Week 5","8","Just right",
"8/5/2016 13:34:54","4",,"Apps",,,,,,,,,,"816","Redwood City","Apps","Week 5","8","Just right",
"8/5/2016 13:38:26","4",,"Apps",,,,,,,,,,"817","Redwood City","Apps","Week 5","10","Just right",
"8/5/2016 13:51:09","5",,"Apps",,,,,,,,,,"818","Oakland","Apps","Week 5","10","Just right",
"8/5/2016 13:52:31","4",,"Apps",,,,,,,,,,"819","Washington DC","Apps, Explorer","Week 4","9","A little too fast",
"8/5/2016 13:35:43","4",,"Apps",,,,,,,,,,"820","Washington DC","Apps, Explorer","Week 4","9","Just right",
"8/5/2016 13:38:05","4",,"Apps",,,,,,,,,,"821","Atlanta","Apps","Week 5","9","Just right",
"8/5/2016 13:35:03","3",,"Apps",,,,,,,,,,"822","Redwood City","Apps","Week 5","9","Just right",
"8/5/2016 13:36:44","4",,"Apps",,,,,,,,,,"823","New York City","Apps","Week 3","10","Just right",
"8/5/2016 13:38:33","4",,"Games",,,,,,,,,,"824","New York City","Games","Week 3","9","Just right",
"8/5/2016 13:40:07","4",,"Games",,,,,,,,,,"825","New York City","Apps, Explorer","Week 3","10","Just right",
"8/5/2016 13:34:18","5",,"Games",,,,,,,,,,"826","New York City","Games","Week 3","8","Just right",
"8/5/2016 13:34:53","5",,"Games",,,,,,,,,,"827","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:38:00","5",,"Games",,,,,,,,,,"828","New York City","Games, Explorer","Week 3","9","Just right",
"8/5/2016 13:51:41","5",,"Games",,,,,,,,,,"829","New York City","Apps","Week 3","10","Just right",
"8/5/2016 13:34:04","3",,"Games",,,,,,,,,,"830","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:32:40","4",,"Games",,,,,,,,,,"831","Atlanta","Apps, Explorer","Week 5","9","Just right",
"8/5/2016 15:07:12","4",,"Games",,,,,,,,,,"832","New York City","Apps","Week 3","9","Just right",
"8/5/2016 13:36:23","4",,"Games",,,,,,,,,,"833","New York City","Apps, Explorer","Week 3","1","Way too fast",
"8/5/2016 13:51:20","4",,"Games",,,,,,,,,,"834","New York City","Apps","Week 3","9","Just right",
"8/5/2016 13:39:45","5",,"Intro",,,,,,,,,,"835","New York City","Games","Week 3","9","Just right",
"8/5/2016 14:44:00","4",,"Intro",,,,,,,,,,"836","New York City","Apps, Explorer","Week 3","8","Just right",
"8/5/2016 14:03:39","5",,"Intro",,,,,,,,,,"837","New York City","Apps, Explorer","Week 3","8","Just right",
"8/5/2016 13:47:15","5",,"Intro",,,,,,,,,,"838","New York City","Apps","Week 3","9","A little too slow",
"8/5/2016 13:45:29","5",,"Intro",,,,,,,,,,"839","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:49:31","5",,"Intro",,,,,,,,,,"840","New York City","Games","Week 3","9","Just right",
"8/5/2016 13:47:02","4",,"Intro",,,,,,,,,,"841","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:48:45","4",,"Intro",,,,,,,,,,"842","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:44:33","3",,"Intro",,,,,,,,,,"843","New York City","Apps","Week 3","8","Just right",
"8/5/2016 13:43:43","3",,"Intro",,,,,,,,,,"844","New York City","Apps","Week 3","9","A little too fast",
"8/5/2016 13:44:24","5",,"Intro",,,,,,,,,,"845","New York City","Apps","Week 3","3","A little too fast",
"8/5/2016 13:43:17","4",,"Apps",,,,,,,,,,"846","","","Week 3","7","A little too fast",
"8/5/2016 13:51:18","5",,,,,,,,,,,,"847","New York City","Apps","Week 3","9","A little too fast",
"8/5/2016 13:43:35","5",,,,,,,,,,,,"848","","","Week 3","10","Just right",
"8/7/2016 17:45:06","3",,,,,,,,,,,,"849","Redwood City","Apps","Week 5","9","Just right",
"8/5/2016 1:39:41","4",,,,,,,,,,,,"850","New York City","Apps, Explorer","Week 3","10","Just right",
"8/5/2016 1:40:47","4",,,,,,,,,,,,"851","New York City","Games","Week 3","9","Just right",
"8/5/2016 1:40:50","4",,,,,,,,,,,,"852","New York City","Apps, Explorer","Week 3","10","Just right",
"8/5/2016 1:42:44","5",,,,,,,,,,,,"853","New York City","Apps","Week 3","6","A little too slow",
"8/5/2016 1:45:13","3",,,,,,,,,,,,"854","New York City","Games","Week 3","6","Just right",
"8/5/2016 1:45:39","5",,,,,,,,,,,,"855","New York City","Games, Explorer","Week 3","9","Just right",
"8/5/2016 1:49:21","4",,,,,,,,,,,,"856","New York City","Apps","Week 3","9","Just right",
"8/8/2016 1:30:34","3",,,,,,,,,,,,"857","New York City","Apps","Week 3","9","Just right",
"8/8/2016 1:33:45","5",,,,,,,,,,,,"858","New York City","Apps","Week 3","8","A little too fast",
"8/8/2016 1:49:29","5",,,,,,,,,,,,"859","Atlanta","Apps","Week 5","10","Just right",
"8/8/2016 1:51:00","4",,,,,,,,,,,,"860","New York City","Apps","Week 3","7","Just right",
,"4",,,,,,,,,,,,"861","New York City","Apps","Week 3","10","Just right",
,"3",,,,,,,,,,,,"862","New York City","Apps","Week 3","10","Just right",
,"5",,,,,,,,,,,,"863","New York City","Apps","Week 3","6","Just right",
,"4",,,,,,,,,,,,"864","New York City","Games","Week 3","9","Just right",
,"4",,,,,,,,,,,,"865","New York City","Games, Explorer","Week 3","10","Just right",
,"4",,,,,,,,,,,,"866","New York City","Games, Explorer","Week 3","7","Just right",
,"5",,,,,,,,,,,,"867","Atlanta","Apps","Week 5","9","Just right",
,"4",,,,,,,,,,,,"868","San Francisco","VR","Week 5","10","Just right",
,"5",,,,,,,,,,,,"869","San Francisco","Apps, Explorer","Week 5","8","Just right",
,"5",,,,,,,,,,,,"870","Washington DC","Apps","Week 4","8","Just right",
,"3",,,,,,,,,,,,"871","Chicago","Apps","Week 5","9","A little too fast",
,"5",,,,,,,,,,,,"872","Chicago","Apps","Week 5","10","Just right",
,"5",,,,,,,,,,,,"873","Chicago","Apps","Week 5","9","A little too fast",
,"4",,,,,,,,,,,,"874","Chicago","Apps","Week 5","10","A little too fast",
,"4",,,,,,,,,,,,"875","Chicago","Apps","Week 5","7","Just right",
,"4",,,,,,,,,,,,"876","Chicago","Apps, Explorer","Week 5","7","A little too fast",
,"5",,,,,,,,,,,,"877","Chicago","Apps","Week 5","8","Just right",
,"5",,,,,,,,,,,,"878","Chicago","Apps","Week 5","8","Just right",
,"4",,,,,,,,,,,,"879","Chicago","Apps","Week 5","9","A little too fast",
,"4",,,,,,,,,,,,"880","Chicago","Apps, Explorer","Week 5","8","Just right",
,"5",,,,,,,,,,,,"881","Oakland","Apps","Week 5","8","Just right",
,"3",,,,,,,,,,,,"882","Oakland","Apps, Explorer","Week 5","10","Just right",
,"5",,,,,,,,,,,,"883","San Francisco","VR","Week 5","10","Just right",
,"4",,,,,,,,,,,,"884","San Francisco","VR","Week 5","9","Just right",
,"4",,,,,,,,,,,,"885","San Francisco","VR","Week 5","10","Just right",
,"4",,,,,,,,,,,,"886","Los Angeles","Apps","Week 5","10","Just right",
,"5",,,,,,,,,,,,"887","Los Angeles","Games","Week 5","7","A little too slow",
,"5",,,,,,,,,,,,"888","Santa Clara","Apps, Explorer","Week 5","10","A little too fast",
,"3",,,,,,,,,,,,"889","Santa Clara","Apps","Week 5","10","Just right",
,"5",,,,,,,,,,,,"890","Los Angeles","Games","Week 5","10","Just right",
,"5",,,,,,,,,,,,"891","Los Angeles","Apps","Week 5","10","Just right",
,"4",,,,,,,,,,,,"892","Los Angeles","Apps","Week 5","6","A little too slow",
,"5",,,,,,,,,,,,"893","Los Angeles","Games","Week 5","8","Just right",
,"5",,,,,,,,,,,,"894","Los Angeles","Apps","Week 5","9","A little too slow",
,"4",,,,,,,,,,,,"895","Los Angeles","Apps","Week 5","9","Just right",
,"5",,,,,,,,,,,,"896","Santa Clara","Apps","Week 5","9","Just right",
